Artist,Song,Translated_Lyrics
Silva Hakobyan,Կիսատ եմ (Kisat em),"I was warm with you and your captive
I forgot to all in your arms
Were closed my eyes
Haven't felt losing you
Did you leave at the moment
My love had just gave me life
 
I found me half
But I'm half-hearted
You sunshine in the ice
After all of you
I am single
Am looking for you in another
 Cold wind I have a cold
I'm hugging me with memories
Your soul is by my side
DON'T DON'T SEE ONE FIRST
Or would I choose again I would choose you
My only last I love you"
Silva Hakobyan,Փոշմանել եմ (Poshmanel em),"Black were the day that I saw you
Hello gave you the appearance of your
Ohou would not be the day that I saw you
Did you masculate your son?
Say to go to the hungness
How many you like you I want to make a crown
Or not at home told me to wait
Until my big sister is to die
 Oh was extinguished the sun
Won't your warm salute on that day
Oh was extinguished the sun
Ernek didn't you give your greeting
 What truits did you make from you?
I was buried in Benzara
You walk all day round
You work to work to be avascular
Tamam Come to your side and look
Say a little I live in my nose
But come and see from your turbid
I don't see a person out of shame
 Oh was extinguished the sun
Won't your warm salute on that day
Oh was extinguished the sun
Ernek didn't you give your greeting"
Silva Hakobyan,Ինձ ներիր ներիր (Indz nerir nerir),"I lived by loving
And now with lung memories
I don't want to bring back you
The heart is my tip
Dream I don't want
I would live by loving
With nonsense in vanity
Time is a waste of van
I don't find it next to you
I don't want to love you
 Me forgive me my dear
Cant love again
Forget me you are me
Believe is lost love
There is nothing between us
Faded the love of my
 Forget me my dear
Don't try to go over again
It's way to me and you
Divided
Will never cross again
Believe me my dear
I don't regret crying
Don't worry about me no questions
Don't try to find out suddenly
Remove irrevocably
 Me forgive me my dear
Cant love again
Forget me you are me
Believe is lost love
There is nothing between us
Faded the love of my"
Silva Hakobyan,Տնից փախել եմ (Tynits pakhel em),"I wore the green clothes
I have literal to Honoraboccham
I have been hidden from secret home
I came to stand in front of your house
 Bring a day and day with a gallery
Take a hello from me to Yaris
Say to go out from the lodge
He promised let him come to the bride to take me
 I have tied my long chews
I also painted my eyes by Surtain
I have believed in your words
I came to stand in front of your house
 Bring a day and day with a gallery
Take a hello from me to Yaris
Say to go out from the lodge
He promised let him come to the bride to take me
 I wore a high heeled shoes
I have tied the pattern of the pattern
Barely barely escaped from home
I came to stand in front of your house
 Bring a day and day with a gallery
Take a hello from me to Yaris
Say to go out from the lodge
He promised let him come to the bride to take me"
Silva Hakobyan,Դե գնա (De gyna),"Whether you are tired of me
Get away with a cry
Or are you tired of your fortune
Forget. Don't shower
False and perpetrators
And sleepless nights
Which my heart is
Warm and ovate kisses
Incomplete promises
I don't want to hear you too
 Well, go, go well go well to go from my life
That I will call you again
Don't Stay Don't Stay Don't Stay Next to Me
That I will miss a love
 Or have you loved me a little
Get away with a torture
Or do you feel sorry for me a little?
Forget. Don't shower
Sweet false reasons
Silent and Lima Views
And eyes that say nothing
It's time to come
I don't want to hesitate
Leave you don't have to wait
 Well, go, go well go well to go from my life
That I will call you again
Don't Stay Don't Stay Don't Stay Next to Me
That I will miss a love
 Well go from my life
That I will call you again
Don't Stay Don't Stay Don't Stay Next to Me
That I will miss a love
 Whether you are tired of me
Get away
Or are you tired of your fortune
Forget"
Silva Hakobyan,Քեզանից հետո (Qezanitz heto),"Crazy one day
Crazy news
And and no longer hit
That the heart which one was life
Crazy one day
Crazy step
And and no longer calls me the sound of your
Which in my souls
Why Why Why?
Grief and pain turned me silently for powerless
 Tears after you turned me a friend
That my soul and my heart petrified
Life after you became my pointless
I live in Loking to live
 Crazy emotion crazy excitement
I don't believe in my eyes that
You don't like you live with us
Crazy longing crazy loss
Us fell in this life
To me and you to be called the unleavy
Why Why Why?
And for what you don't get now
 Tears after you turned me a friend
That my soul and my heart petrified
Life after you became my pointless
I live in Loking to live"
Silva Hakobyan,Ամպել է (Ampela),"Longing my heart does not stand
It's a silent look on your arrival
A letter what you don't write me
Don't you remember
Day by day I love you
Tear shed from your love dare
Musty Wildness doesn't worry me
I want to see you
 Clouded my soul is clouded
Ticket
The rain has extinguished hope
Cloud is clouded again
My yar is missing
 Clouded my soul is clouded
Ticket
The rain has extinguished hope
Cloud is clouded again
My yar is missing
 I'm alone in this world without you
Or maybe that's how it looks like that
I am writing to sing about your love
Endless waiting you
My days go unnoticed
I count the hours of meeting
De Come condition remains a condition
I'm looking for a look at
 Clouded my soul is clouded
Ticket
The rain has extinguished hope
Cloud is clouded again
My yar is missing
 Clouded my soul is clouded
Ticket
The rain has extinguished hope
Cloud is clouded again
My yar is missing
 Clouded my soul is clouded
Ticket
The rain has extinguished hope
Cloud is clouded again
My yar is missing
 Clouded my soul is clouded
Ticket
The rain has extinguished hope
Cloud is clouded again
My yar is missing"
Silva Hakobyan,Վերջ (Verj),"End ended a story
And became a memory
In the insatiable sea of memories
You don't know why suddenly
Love for me
Do you consider completed
Tell me that all this is all
Game is just nothing else
Believe that love is my eternal
It's Loking For You
Return
 Did you leave Hori Hourne Hourney Hori?
And the sunshine and good
For you who I am
I am a great sea of our love
On a shore, you passed the other
 End your decision took place
Left and left
Don't think I forgot you
I don't want to go to you guest
I'll call every time
That I will feel at least voice
 Tell me that all this is all
Game is just nothing else
Believe that love is my eternal
It's Loking For You
Return
 Did you leave Hori Hourne Hourney Hori?
And the sunshine and good
For you who I am
I am a great sea of our love
On a shore, you passed the other"
Silva Hakobyan,Ղարաբաղը մերն է (Gharabaghy mern e),"Crawling
Trembling
In the land of the sun
The Moon Who Shaghs
Armenian tells us the Armenian country
Don't you have a denial against us
Armenian tells us Armenians and wow
That the nation that would like to share in us
 
Karabakh is ours and ours
Will again be hey can't take away
Karabakh is ours and the end
Open a new page in history
We will win and put the end
 May God bless
Armenian
Has the limit
Fearless brave soldier
Glory and honor to you my Armenian country
Your hug to the Artsakh world
We are our Lord Armenian and wow
That's the tribe that you want from us"
Silva Hakobyan,Չեմ սիրում (Chem sirum),"You now come again
Kissing me uneasy
Infect me with your love
And have you made me crazy?
But I don't want your love
Cant forgive you again
And I convinced me in vain
That you will give me love more
I have learned to live without you
And I don't want to get drunk from your love
 I don't like you too
I will not become a captive lip
I don't want to believe in your lie and Pjg's words
Did you deceive you?
Forget you leave me right now
 I have now understood
You don't deserve my tears
Your love words too
I don't have any price for me
Trembling. Yours
Do not burn from your shoan
And I already don't know
What is the meaning of my life?
Heart to help me with this pain
That we will forgive my love forever my
 I don't like you too
I will not become a captive lip
I don't want to believe in your lie and Pjg's words
Did you deceive you?
Forget you leave me right now"
Անդրե,Իմ Սերը Քեզ (Im sere qez),"How much flower did you not see I in my life
Let go of the garden in your eyes fragrant
How many sunshines I didn't see me in the sky
May a bright trail burn in your soul
 My love to you my love let you wings wings
My love to you my love may make a prayer
Let it sound from your lips from your lips
 And my name let my name call
 My love to you my love let you wings wings
My love to you my love may make a prayer
Let it sound from your lips from your lips
And my name let my name call
Call
 With this trip that I didn't go to my crazy days
We will run together in your memories
And interrupted love words dear
I only tell you in your memories
 My love to you my love let you wings wings
My love to you my love may make a prayer
Let it sound from your lips from your lips
And my name let my name call
 My love to you my love let you wings wings
My love to you my love may make a prayer
Let it sound from your lips from your lips
And my name let my name call
 I will always look at your eyes on your eyes
And that you should not tell alone
I am whispered to you I love you every time I have a dream
 That wounded your heart feel
 My love to you my love let you wings wings
My love to you my love may make a prayer
Let it sound from your lips from your lips
And my name let my name call
 My love to you my love let you wings wings
My love to you my love may make a prayer
Let it sound from your lips from your lips
And my name let my name call"
Անդրե,Սեր ես ու մի կյանք (Ser yes u mi kyank’),"Crazy man in this life
I need to be just a gaze
For me in this life
When you don't need anything else
See you my eyes
You don't need sunshine either
Lets you my heart tell you I love you
See you my eyes
You don't need sunshine either
Let my heart let me tell endless
 I'll tell you the main thing
Is on your side bright
My every second of my
Is love and a life
My love is infinite
My name is your shadow
I won't tire you repeated
Love me and a life
 A lot of love promises
Have been said and told me
But there is a love in life
Came to get it to me
That the loneliness of the denial of the song the essence
About that I only love you
That the loneliness of the denial of the song the essence
About that I love you
 I'll tell you the main thing
Is on your side bright
My every second of my
Is love and a life
My love is infinite
My name is your shadow
I won't tire you repeated
Love me and a life"
Անդրե,Ով սիրուն սիրուն (Ov Sirun Sirun),"Who did you approach the Syunsire?
Why did the secret of my heart find out?
 With one innocent love I loved you
But you have been unjustly betrayed
With one innocent love I loved you
But you have been unjustly betrayed
 Oh. If I see a day of the days
You're Moving Sad and Disess
 I will become a friend I have your sorrows
I will not leave my favorite Yari alone
I will become a friend I have your sorrows
I will not leave my favorite Yari alone"
Անդրե,Իմ հայելին ես (Im hayelin yes),"Threads of my soul for you a melody
But be happy
Play you knew you
And unnecessary not
Questions my answer were you
Even if silent
And even the cold of winter
You did not spread with my warmth
 My essence I'm my nature
You are as if
Oddly are you a monotry
And it looks like
You are my faith I'm my goodness
And as if
In silent dreams of my mirror me and you are more
In silent dreams of my mirror me and you are more
 Color is sadness my
But be happy
Understood
Survive you
And not inappropriate
 My essence I'm my nature
You are as if
Oddly are you a monotry
And it looks like
You are my faith I'm my goodness
And as if
In silent dreams of my mirror me and you are more
In silent dreams of my mirror me and you are more
 May I be able to keep in my heart
The majestic of you
From now on, the existence of you will live with me forever
 My essence I'm my nature
You are as if
Oddly are you a monotry
And it looks like
You are my faith I'm my goodness
And as if
In silent dreams of my mirror me and you are more
In silent dreams of my mirror me and you are more
 In silent dreams of my mirror me and you are more
 In silent dreams of my mirror"
Անդրե,Արցախ ցավտ տանիմ (Artsakh tzavyt tanim),"Armenian nationality together
Twist and cross to our elders
We will do shoulder shoulder shoulder
And from God to our wicked
Own to the party
Own Melin Break
But mankind Loo together
We will break Tork Shon
 
Artsakh in the Artsakh
Sew not to the virgin
From the One of the One Mervery
Let the Olthi Mez Lokch
Artsakh in the Artsakh
Sew not to the virgin
From God to Tochchi
Artsakh pain
 Anti-Kniki soldiers
MEREGHAJAR BALLS
The spilled on the soil
Janny on the jerk
Stone to the stone
And again holiday build
Washed down the shrimp
KNOWN DISCOUNT
  
 From God to Tochchi
Artsakh pain"
Անդրե,Քեզ Տեր Եմ (Kez Ter Em),"And clouds are recalling again
The wind left out of my sky
And the sun is sometimes to close.
Forgot the egg blow to life
 Leave to leave me
Leave to live in my shovel
Leave a duration of my days
My still dreams
One owner one owner
 Let mornings bring me a kiss from my love
Let every day that lamps bring lights
And let our love become the sun and make it hard
The Spirit is cloudy and gloomy in this sky
 And cross the streets old
Streets noisy and busy
You walk on the narrow sidewalks
And passes to the side of the side
 Tell me that I am
That I am your heart sharing
See how much heat is inside
And how clarity in the sky
 I am the owner of you I am
 Let mornings bring me a kiss from my love
Let every day that lamps bring lights
And let our love become the sun and make it hard
The Spirit is cloudy and gloomy in this sky
 I am the owner of you I am
I am the owner of you I am
 Let mornings bring me a kiss from my love
Let every day that lamps bring lights
And let our love become the sun and make it hard
The Spirit is cloudy and gloomy in this sky
 Love Words May Say To Machine
May the voice in the voices of the voice
And let the dreams every time
And Barour Our Crazy Days Lived in Living
 I am the owner of you I am
I am the owner of you I am
I am the owner of you I am
I am the owner of you I am"
Անդրե,Ծաղիկների աշխարհում (Tsaghikneri ashxarhum),"In the world of flowers
Kneeling I came
Type Flowers Belunja
I have brought you for
 In the world of flowers
Kneeling I came
Type Flowers Belunja
I have brought you for
 I have collected for you
A thousand color flowers
And give you a loving tolook
Glamorous breast
 I have collected for you
A thousand color flowers
And give you a loving tolook
Glamorous breast"
Անդրե,Սարի Աղջիկ,"Rose I loved thorn
Dle Jaman Dle Yaman dle yama
Rose I loved thorn
Dle Jaman Dle Yaman dle yama
 Went to someone else
 Oh ours die mountain girl oi oi
Stone girl Oy Oi
Stone Heart Girl Oy Oi
Evil heart girl
 Went to someone else
Dle Jaman Layley Jan Jan Jan
 Crumble in the minow
Dle Jaman Dle Yaman dle yama
Crumble in the minow
Dle Jaman Dle Yaman dle yama
 A cool with a heated wound
 Oh ours die mountain girl oi oi
Stone girl Oy Oi
Stone Heart Girl Oy Oi
Evil heart girl
 A cool with a heated wound
Dle Jaman Layley Jan Jan Jan
 The Deer I arrow my chest
Dulle Yaman Dulle Yaman Dulle Yaman
The Deer I arrow my chest
Dulle Yaman Dulle Yaman Dulle Yaman
 Have you mastered and mind
Oh ours die mountain girl oi oi
Stone girl Oy Oi
Stone Heart Girl Oy Oi
Evil heart girl
 Have you mastered and mind
Dle Jaman Layley Jan Jan Jan"
Անդրե,Հազար անգամ (Hazar Angam),"What happened to you?
Did you leave?
How do I live like this?
So without you
Darling
Who is captured you?
Taken you from me
Who has distracted you
Well tell you like me
Who has loved
  
I'll tell you a thousand times
I will wait a thousand years
Or don't leave if you leave?
I will burn out of your love
 I won't let me miss
Let me leave myself
One I will find
I'll tell you honestly
I'm yours
Maybe you understand
Don't let go
You might believe
And suddenly
Decide to stay close
  
I'll tell you a thousand times
I will wait a thousand years
Or don't leave or not?
I will burn out of your love
 I will burn
Will I burn?"
Անդրե,Երջանկության գաղտնիք (Erjankutyan gaghtniq),"Happy secret
I have discovered you
You are the most fair
Loking two verbs
People from those two
Are man and happy
One to be loved
To love the other
 Love just because of you
My heart is in Kho
DO NOT find quiet
When is love?
To come to my heart
Prove
That I know to love
 The heroine's song
You have always been you
You are the most expected
I didn't know
Oh in the life of the oh
Like in my songs
One is loved
The other will love
 Love just because of you
My heart is in Kho
DO NOT find quiet
When is love?
To come to my heart
Prove
That I know to love"
Անդրե,Իմ Շուշի (Im Shushi),"Victory breath of Puval
Siptak Crucified the nation turned on
Mountain Hera:
Liberty from Tork Shon
Armenian Armenian Shushi always keep
Mountain Hera:
Liberty from Tork Shon
Armenian Armenian Shushi always keep
 
Oh Shushi my Shushi
Our Hope Faith City Light:
Tu Beyan got my treasure
Our victorious
SRT Mer Srt is always connected
Lord God of Shirt
Prayers Mer's Scan
LETTERSHIP MER SHUSHIN RETURNED
 In the Ozor, who again you are kharttimized?
Surnisal pain Daughters tells you
WITHOUT YOUR PEOPLE PEOPLE
GO MONEY MONEY WILL BE YOU
In the life of life, a fond of you
My hope is always the love
You will be blinded to you Kurtutal
In the life of life, a fond of you
 
 Wake up Lao Mevnim Kes
Wake up Lao Mevnim Kes
  Jostrae Tired
Hayi's Kaykan Ki Hayk Always Vegetable
Our Shushi Nirney Sea Pell
Siptak Monastery is a captive
Shushi Taliav Sreate is a Breaker
Our Shushi Pomegranate Sea
Siptak Monastery is a captive
Shushi Taliav Sreate is a Breaker"
Անդրե,Հաղթանակած (Haghtanakats),"The green of your mountains is ahead of my heart
I feel a breath of victory in your sky
There is pride in my veins
Courage of heroes
 My dreams and my wings
I inherited from the land my Armenian
Let times get to know me
I am your descendant victorious
 Let the white your cross always take me before
My heart is like crazy and fighting you
There is pride in my veins
Courage of heroes
 My dreams and my wings
I inherited from the land my Armenian
Let times get to know me
I am your descendant victorious
 Murmon of Mongy
Miqi Me
Mezzle Melkhkhik Mitchers Always Ilalk
Let Loch Gida be integral
My Old I have been yours.
Tank You Shushva Mountains
Kirs and MRAV our mountains
I'm a lodge of IM
 Let times get to know me
I am your descendant victorious"
Լիլիթ Հովհաննիսյան,Իմ Սրտին Ասա (Im Srtin Asa),"Look at me for a moment I dream
Myself cheats and waiting
Oh is hard me when you don't
I am who I
My dream again would you kiss me again
And you gladly illuminated my soul
I woke up to sleep again
You silently left my heart bitterly silent
You forgot me my light without you fading now
 Patchy
Tell my heart
That you do not wait for me to email
That I will forget not to ignite
That you left me rather than me
Tell my heart
Let me not be blamed for not guilty
You took me out of your heart
And I ask you only now
Tell me to my heart that you are at least loved
 I am picking up strength and breathing
My heart doesn't want to live in some way
At the sea I'm still swimming in the sea
I'm drowning without you
Oh I'm crazy I miss
I don't know how but I forgive you
I beg you to treat you from this pain
You left me I'm cheated now
You hurt me my heart always filled my eyes wet
 Patchy
Tell my heart
That you do not wait for me to email
That I will forget not to ignite
That you left me rather than me
Tell my heart
Let me not be blamed for not guilty
You took me out of your heart
And I ask you only now
Tell me to my heart that you are at least loved
 Patchy
Tell my heart
That you do not wait for me to email
That I will forget not to ignite
That you left me rather than me
Tell my heart
Let me not be blamed for not guilty
You took me out of your heart
And I ask you only now
Tell me to my heart that you are at least loved"
Լիլիթ Հովհաննիսյան,Ես Եմ հորինել (Yes Em Horinel),"Sea Tear and Pain Love became my ashes in my eyes
Elapsed dark in dark in my heart
Everything Has Akan quickly passed your conscience.
The sound of me do you don't listen?
I'm trembling and cold now
 
My love I have been invented
You never loved me
I would not be happy to have you and I didn't go to your side
Asking love for day and night
I don't want to remember your name either
 Find someone else for you I have forgiven you my priceless
See I'm not already sighing
I don't know what's on your mind but your cold-hearted soul
I don't know you now now
I'm lying and you're not ashamed
 
My love I have been invented
You never loved me
I would not be happy to have you and I didn't go to your side
Asking love for day and night
I don't want to remember your name either
 My love I have been invented
You never loved me
I would not be happy to have you and I didn't go to your side
Asking love for day and night
I don't want to remember your name either
 My love I have been invented
You never loved me
I would not be happy to have you and I didn't go to your side
Asking love for day and night
I don't want to remember your name either"
Լիլիթ Հովհաննիսյան,Ռեքվիեմ (Requiem),"Behes you hear you Requiem My Love
Wounds to my sins I can't count
I don't have to be silent.
I will come back to you only
 
Also give me a sudden pain
Can't you forgive you? I cheat me
I'm in the darkness
I don't get close to me too
There's no love I'm dying without love
But now I'm back with
 Here I have the seal of the death of our love
We are strangers like two strangers and I
You will see your judgment in the sky
And I forgive but please you
 
Also give me a sudden pain
Can't you forgive you? I cheat me
I'm in the darkness
I don't get close to me too
There's no love I'm dying without love
But now I'm back
   
   
  
 
Also give me a sudden pain
Can't you forgive you? I cheat me
I'm in the darkness
I don't get close to me too
There's no love I'm dying without love
But now I'm back
 
Also give me a sudden pain
Can't you forgive you? I cheat me
I'm in the darkness
I don't get close to me too
There's no love I'm dying without love
But now I'm back with"
Լիլիթ Հովհաննիսյան,Թե Աղջիկ Լինեիր (Te Axchik Lineir),"Loved me I loved you
And one day became your girlfriend
I thought I was smart
But come and see I'm wrong again
 Oh Why I Loved You
And why did you become your girlfriend?
I tried to forget you
But come and see I miss you again
 You are a gloomy sky
But I want to be by my side
 You if if you were a girl
And love someone
And if he was like you
You will leave early
You if if you were a girl
Would you understand me?
Don't look at your eyes with your gaze in your eyes
You should have been a girl
And me and me you would understand me
 Or do you want to leave but
Don't love me approx.
Or do you want me to open my soul?
Not be cheating me again my dear
 Oh Why I Loved You
And why did you become your girlfriend?
I tried to forget you
But come and see I miss you again
 You are a gloomy sky
But I want to be by my side
 You if if you were a girl
And love someone
And if he was like you
You will leave early
You if if you were a girl
Would you understand me?
Don't look at your eyes with your gaze in your eyes
You should have been a girl
And me and me you would understand me
 Girls
 Were you a girl?
And love someone
And if he was like you
You will leave early
 Once again
 Were you a girl?
And love someone
And if he was like you
You will leave early
 You if if you were a girl
Would you understand me?
Don't look at your eyes with your gaze in your eyes
Were you a girl?
And love someone
And if he was like you
You will leave early
You if if you were a girl
Would you understand me?
Don't look at your eyes with your gaze in your eyes
You should have been a girl
And me and me you would understand me"
Լիլիթ Հովհաննիսյան,Դե էլ Մի (De El MI),"You told me yesterday with your hoarse voice yesterday
let's get married
When you saw no hope left, you went
And we didn't find you too
How do you think your wife think for a moment?
And let's forget about that
 Well too.
Well too.
Well, don't make me angry
 Get up right now and come come
Invite me to a dance
Or the way home is a way home
Cool is cool enough
 chorus
How my heart give you again
How can I believe you again?
You have become unbearable
I don't need your need
How will I be your wife?
How will I be your side?
Don't you know my price
I know the head of my head
 I look at me again with one eye
The old cry is not you
Don't spare your love for me
You don't know
That I won't stay with you for a second
Both to look yours
 Well too.
Well too.
Well, don't make me angry
 Get up right now and come come
Invite me to a dance
Or the way home is a way home
Cool is cool enough
 chorus
How my heart give you again
How can I believe you again?
You have become unbearable
I don't need your need
How will I be your wife?
How will I be your side?
Don't you know my price
I know the head of my head
 Well dance or applaud me too
De Bright us also applaud us
De Power Me House House
De Bright us home Road
See I say the last time de come
Says last time de come
Dance or take me home
Well dance or us home for travel dance
 Today is well started today
Well we're all dancing now"
Լիլիթ Հովհաննիսյան,Ինձ Չսպանես (Indz Chspanes),"Cold in the summer
When you are stubborn
And approach you you don't let me go
It's dark in my day
And is sunset
When you lie to me right in my heart
See there is no power in me and
I don't want to fight
Don't get me a pain again
Don't have a Chanchable in my heart
 Chorus
And again and again I will leave you
I will run away without hesitation
You will remorse and search for me
I will feel sorry for and return and again
And again will you forgive you again
I will forgive you and endure
And I'm still afraid of everything else
That you will give my love
And you will kill me
 Pushing my heart
Hitting me
Whether it is tolerable tell me
Crying so much
To make me persecution
Beauty is unbearable
See no power in me and
And I don't have a force to suffer
From your love to me except you
Will never heal any one else
 Chorus
And again and again I will leave you
I will run away without hesitation
You will remorse and search for me
I will feel sorry for and return and again
And again will you forgive you again
I will forgive you and endure
And I'm still afraid of everything else
That you will give my love
And you will kill me
 I will hate you all my life
But I will miss one
I will disappear overnight
But you will always remember me
From the claws of black miss
And thou hast the effort to hate me
We will not get rid of one one is mine
Only don't kill me
 Chorus
And again and again I will leave you
I will run away without hesitation
You will remorse and search for me
I will feel sorry for and return and again
And again will you forgive you again
I will forgive you and endure
And I'm still afraid of everything else
That you will give my love
And you will kill me"
Լիլիթ Հովհաննիսյան,Երես չթեքես (Yeres Chteqes),"Lived with you half my life with silent enduring
Lived with you half of my life well knowing
That there is someone out of your mind yet
And when I talked about him
Tears have flown your
 Lived with me you dungeon half of your life silently
Lived with me you knowing half of your life well
That one day you will go back to him and I have heard about it
Tears have flown my
 You will go to him and I will not bring you back
But I will keep the door open and be silent
And one day you come back to both you
You just don't go face back
 I did everything that you also don't see him in me
But today I handed me to be silent.
Tell me right I always love him and this is the whole truth
I accept my defeat
 You will go to him and I will not bring you back
But I will keep the door open and be silent
And one day I will be backed back to him
You just don't go face back
 I know I don't know for you too
You will despise my love
But until I die. My hope will not pay off and
I'm always mine to consider you ah
 You will go to him and I will not bring you back
But I will keep the door open and be silent
And one day you come back to both you
You just don't go face back
 You will go to him and I will not bring you back
But I will keep the door open and be silent
And one day you come back to both you
You just don't go face back
 You just don't go face back
You just don't go face back"
Լիլիթ Հովհաննիսյան,Ավիրէլ Էս (Avirel Es),"I Found You and From That Day I lost my self
I found you all overjoyed
I found you and made you all I had
But you broke your oath to me
 Or didn't you love me why my life?
Who were you looking for in me?
You won't see you crying
It is very painful to realize
That you are not mine but i love you
 Was wrong to believe you
And my unwavering
I know that you are not mine
And I have broken a lot
I hid from the world
I have donated me to you
Meanwhile my love is mercilessly
You were demolished and destroyed
Meanwhile my love is mercilessly
You were demolished and destroyed
 It was wrong to stay with you
And getting used to you
LIVE ALREADY WITHOUT YOU CAN
Your silent and a leisurely go
Leave me
Brought you salvation and my death to the heart
 Or didn't you love me why my life?
Who were you looking for in me?
You won't see you crying
It is very painful to realize
That you are not mine but i love you
 All dreams of my
I had to do with you
But that you love me and me and you
You have deceived"
Լիլիթ Հովհաննիսյան,Գնչու (Gnchu),"I will never say never
I put a large lock on my heart
And now my life without you
Not even a Courer Copeck
 Gypsy your mother once guessed my fate
He said I am not far away my fortune
Gypsy your mother guessed my fate one day
But why didn't he say me that you are unjust and careless
 
Mother who knows knows knows who you are
After all, he will have to keep you back from me
My favorite guy is giply
And I don't understand why the heart chose him
The hand is to ask for myself today
He he nii he he he naina
He he nii he he he naina
 Girls to see it on the street he comes again
Don't leave only two to stay the heart is my crying
Girls to see it on the street he comes again
Don't let go of the two oh my poor soul is crying
 
Mother who knows knows knows who you are
After all, he will have to keep you back from me
My favorite guy is giply
And I don't understand why the heart chose him
The hand is to ask for myself today
He he nii he he he naina
He he nii he he he naina
 Stolen me Kidnook
He has hid me from the world
Then left away

Allegedly shrunk from me
 And now all of us together
 Stole me biddered

He has hid me from the world

Then left away

Allegedly shrunk from me

 
Mother who knows knows knows who you are
After all, he will have to keep you back from me
Oh my favorite guy is gypsy
And I don't understand why the heart chose him
The hand is to ask for myself today
 My favorite guy is giply
And I don't understand why the heart chose him
The hand is to ask for myself today
He he nii he he he naina
He he nii he he he naina"
Լիլիթ Հովհաննիսյան,Քեզ Մի Որ թողեցի (Kez Mi Or Toghetsi),"You left you one day my love I bury under the black soil
That the heart will forget your heart for all
I won't get back to my old life too
Darkness and Mth
 I left you one day and changed life from my base
And now I live by forgetting
How to die by my side
Your heart and soul blinding me to me
 My love has now become miserable
And it's hard to live without you
But by leaving you, I saved me
I saved me from endless disputes
I didn't have to give me such a life and love
I was relieved of my hell.
 I was dying at your cold glance
And be born out of your kind word
How could you give a blow to a man
Who ranks you more than his life
 You didn't have to believe you and give me a love like a fool
Not receiving a smile even
After all, I was dying next to me
Your heart and soul blinding me to me
 My love has now become miserable
And it's hard to live without you
But by leaving you, I saved me
I saved me from endless disputes
I didn't have to give me such a life and love
I was relieved of my hell."
Լիլիթ Հովհաննիսյան,Շատախոս Անձրև (Shatakhos Andzrev),
Լիլիթ Հովհաննիսյան,Թշնամուս Չեմ Ծանկանա (Tshnamus Chem Tsankana),"Crying in my heart in my heart
I'm leaving for a speechless and silent
And it doesn't matter where
 Are in vain to your remorse
Don't swore it doesn't have a price
Contaminated love our pure
 If your love was in the veins.
Remove why, why is it van?
 I have believed you like a cave
I have been given to you and I have not understood
I have no doubt that there is a long time in your life
 Be happy you with him
 To bring back the days of the past
And to forgive you I am powerless
I will not be able to
 I won't even want a host
 Maybe one day you'll tell her
It's about the distant hut
That we dreamed together
 And you'll be overwhelmed at him one day
You would like me in the same warmth
Bringing down the sun and the moon
 And I don't want to remember all that either
I took you out of my brain I was
Determine
 I have believed you like a cave
I have been given to you and I have not understood
I have no doubt that there is a long time in your life
 What did you go with you?
I won't even want a host
 Be happy you with him
To bring back the days of the past
And I will not be able to forgive you
 What did you go with you?
I won't even want a host"
Լիլիթ Հովհաննիսյան,Բալկանի Յերկ (Balkan Song),"That your jealousy divided us
One was one of your purpose
That I have to take me to be your captive your subject
That your jealousy divided us
One was one of your purpose
That I have to take me to be your captive your subject
My love will come out and you come to me
 Patchy
You melt will melt
You're melting from love
And wherever I have to be
You will come back and make me a parent
 Patchy
You melt will melt
You're melting from love
And wherever I have to be
You will come back and make me a parent
 Will collapse will collapse
The wall of our
From the moment we have not changed Erb
Who was the right thing? Who was bad
 Will collapse will collapse
The wall of our
From the moment we have not changed Erb
Who was the right thing? Who was bad
 Love you will go out
And I'm coming to me
And wherever I have to be
You will come back and make me a parent
Patchy
You melt will melt
You're melting from love
And wherever I have to be
You will come back and make me a parent
 Wait at least a little
Gayir said a word
Rather than going
And my heart damn
 Wait at least a little
Gayir said a word
Rather than going
And my heart damn
 Patchy
You melt will melt
You're melting from love
And wherever I have to be
You will come back and make me a parent
 Patchy
You melt will melt
You're melting from love
And wherever I have to be
You will come back and make me a parent
 Patchy
You melt will melt
You're melting from love
And wherever I have to be
You will come back and make me a parent
 Patchy
You melt will melt
You're melting from love
And wherever I have to be
You will come back and make me a parent"
Լիլիթ Հովհաննիսյան,Изгнанная Part 2 (Меланхолия) (Melankholiya),"Words
I don't want too
To hear about you
That I can forget you
 I don't want to wait
I don't want to come too
I don't want to know your place
That I can miss you"
Լիլիթ Հովհաննիսյան,հին ճանապարհով (Hin Chanaparhov),"Me singing me a word my mother
and tell a story
How to loot my birthplace
How my brother and my father went to fight one day
They went and did not come back
Eternal soldier stayed
And I can't live in the distance now
I collect my old memories and returns
 chorus
Let me not live in cities large and bright
me cool my city old and remote
I don't want to be my life rich safely
I become my home in the old way
I become my home in the old way
 I have sinned by leaving you sweet my mother
Forgive me forgive that I come to come home to my family
Gam and take your pains
I'll sit on our house turkey
and to listen to your song to get rid of my soul from the longing that does not leave my heart
I collect my old memories and returns
chorus
 My mother's life has been arranged for someone who has always been waiting for someone during the war.Feeding the house and ended my brother's picture and showed them to be the neighbors."
