Artist,Song,Lyrics
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԱՀԱ ԵՎ ՎԵՐՋ,"

	Նույնիսկ չեն էլ մտածում,

	Որ թողել են քեզ անտեր:

	 

	Բարի լուս, տիկի՛ն Արուս,

	Քո լվացքը չորացել է, 

	Հայացքի մեջ քո անհույս

	Արցունքներդ քարացել են:

	 

	Խոհանոցդ՝ մաս-մաքուր,

	Ամաններդ լվացված են,

	Մեր համով-հոտով մորքուր,

	Տված հացդ օրհնված է:

	 

	Եվ հիմա, նստած մենակ,

	Դու հիշում ես քո անցյալը,

	Իսկ մատներդ շարունակ

	Փորփրում են քո ձավարը:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԿԱՐՈՏ,"
	Եվ անձրևը ցուրտ փողոցների

	Խուլ նրբանցքներում կհեկեկա,

	Եվ աշնան քամին անձրևի հետ

	Վերջին անգամ կընկերանա:

	 

	Ու կարոտն իմ սրտում

	Մարող բոցի պես կդողդողա:

	 

	Դու հեռացել ես, ինձ մոռացել,

	Ես քեզ կանչում եմ, սիրելի՜ս,

	Բայց դու չկաս,

	Վերադարձի՛ր ինձ մոտ:

	 

	Երգ,

	Երգ երջանկության,

	Երգ երջանկության

	Ու խենթ,

	Ու խենթ սիրո մասին

	Դու վերադարձի՛ր

	Քամու հետ աշնան,

	Դու արի՛ ինձ մոտ 

	Աշնան քամու հետ միասին:

	 

	Եվ անձրևը իմ պատուհանին

	Լուռ ու միայնակ կհեկեկա,

	Եվ աշնան քամու հետ միասին

	Գիշերվա մեջ կհեռանա:

	 

	Ու կարոտն իմ սրտում

	Մարող բոցի պես կդողդողա:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԱՇՈՒՆ,"
	Իմ այգում հիմա աշուն է:

	Ես ու ծերացած իմ շունը

	Հոտոտում ենք աղբակույտը անցյալի:

	 

	Շունս պոչն ուրախ շարժում է,

	Աղբակույտից քաշում-հանում է

	Հնացած իրեր, որ պետք չեն ոչ ոքի:

	 

	Դատարկ այգի ու մի խոնավ քամի

	Եվ ծխացող կույտեր տերևների:

	Դատարկ այգի ու մի խոնավ քամի

	Ու ծխացող հուշերն իմ անցյալի:

	 

	Քամին՝ ցնորված ծերունին,

	Շուռումուռ է տալիս աղբակույտը,

	Եվ նստարանին քնած շրջմոլիկն արթնանում է:

	 

	Ափսոսանք ու սեր, ավելորդ հույսեր,

	Հեռացող քայլեր իմ անցյալի:

	Հուսահատ անձրև, աղբակույտ անձև,

	Հին իրեր, որ պետք չեն ոչ ոքի:

	 

	Մի մաշված կոշիկ, որ չեն հագնի,

	Մի անսեռ տիկնիկ՝ առանց գլխի,

	Մի սև հովանոց, մի լուսանկար ու մի հայելի...

	 

	Իմ այգում հիմա աշուն է:

	Ես ու ծերացած իմ շունը

	Հոտոտում ենք աղբակույտը անցյալի:

	 

	Շունս պոչն ուրախ շարժում է,

	Աղբակույտից քաշում-հանում է

	Հնացած իրեր, որ պետք չեն ոչ ոքի:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՀԱՆԳՉԻ ԼՌՈՒԹՅՈՒՆԸ,"
	Հանգչի լռությունը,

	Եվ իջնի սպիտակ ձյուն,

	Հեռվում կաղկանձի մի շուն՝

	Միայնակ ու տխուր,

	Հույսերիս թափուր ձյուն, 

	Հույսերիս թափուր ձյուն:

	 

	Երազնե՜ր, երազնե՜ր,

	Փաթիլների նման,

	Թափվեցի՜ք դուք ներքև

	Ու, գետնին չհասած, հալվեցիք,

	Դո՜ւք, փայլո՜ղ երազներ,

	Դո՜ւք, փայլո՜ղ երազներ:

	 

	Հիմա ո՞ւր ես, ի՛մ սեր, 

	Հիմա ո՞ւմ ես սիրում,

	Չէ՞ որ ինձ էլ նույնպես

	Դու սիրել ես այդպես,

	Գալարվել իմ գրկում

	Եվ տվել խոստումներ:

	 

	Խոստումնե՜ր, խոստումնե՜ր,

	Փաթիլների նման, 

	Թափվեցի՜ք դուք ներքև

	Ու, գետնին չհասած, հալվեցիք,

	Դո՜ւք, փայլո՜ղ խոստումներ,

	Դո՜ւք, փայլո՜ղ խոստումներ:

	 

	Հանգչի լռությունը,

	Եվ իջնի սպիտակ ձյուն,

	Հեռվում կաղկանձի մի շուն՝

	Միայնակ ու տխուր,

	Երբ լռի կաղկանձը շան,

	Հանդարտ իջնի ձյուն:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԵՐԵՎԱՆԻ ԳԻՇԵՐՆԵՐՈՒՄ,"
	Երևանի գիշերներում

	Լուսնի ափսեն է գլորվում

	Ու հեռավոր արվարձանում

	Արծաթե հետքն է իր թողնում:

	 

	Երբ միայնակ եմ ես լինում,

	Քայլերն այստեղ են ինձ բերում,

	Ու անցյալիս լքված այգում

	Ես հուշերիս եմ հանդիպում:

	 

	Իմ հուշերի անհատակ ջրհորում

	Քո խենթացնող կիսադեմն է լողում,

	Ես խեղդվեցի էս կեղտոտ քաղաքում,

	Ու չկա ազատում:

	 

	Իմ հուշերի անհատակ ջրհորում

	Դու իմ անունն ես տալիս ու կանչում,

	Ես խեղդվեցի էս կեղտոտ քաղաքում,

	Ու չկա փրկություն:

	 

	Իմ քնքո՜ւշ սևահեր,

	Դու ինձ ո՞ւմ ես թողել,

	Դու ինձ ո՞ւմ ես թողել,

	Ինձ թողել-հեռացել:

	 

	-Ասա՛՝ դու ո՞վ ես, որտեղի՞ց,

	Ի՞նչ ես այդպես լուռ հառաչում:

	-Ես հեռացել եմ ինձանից

	Եվ ինձ արդեն չեմ ճանաչում:

	 

	-Իսկ ի՞նչ ես կորցրել այստեղ,

	Ի՞նչ ես փնտրում այս կողմերում:

	-Ես իմ անցյալն եմ կորցրել

	Երևանի գիշերներում:

	 

	Քո հանգուցյալ տատիկի սենյակում,

	Ուր մահճակալն էր անվերջ ճռճռում,

	Գինու կիսատ շշերի արանքում

	Դու հավերժ սեր էիր ինձ խոստանում:

	 

	Քո բոլշևիկ տատիկի սենյակում,

	Ուր մահճակալն էր անվերջ կոտրվում,

	Գինու կիսատ շշերի արանքում

	Դու հավերժ սեր էիր ինձ խոստանում:

	 

	Իմ քնքո՜ւշ սևահեր,

	Դու ինձ ո՞ւմ ես թողել,

	Դու ինձ ո՞ւմ ես թողել,

	Ինձ թողել-հեռացել:

	 

	Ես լուսնոտի պես արթնացել

	Ու տանիքներն եմ բարձրանում,

	Ես իմ երազն եմ կորցրել

	Երևանի գիշերներում:

	 

	Երևանի գիշերներում

	Լուսնի ափսեն է գլորվում,

	Ու իմ կարմիր երգի վրա

	Արծաթե հետքն է իր թողնում:

	 

	Ձայնապնակն ու այն հին մեղեդին

	Մենք կորցրինք առհավետ, ի՛մ անգին,

	Մի օր փակվեց սենյակի դուռը հին, 

	Երբ կոտրվեց տատիկիդ հայելին:

	 

	Իմ քնքո՜ւշ սևահեր,

	Դու ինձ ո՞ւմ ես թողել,

	Դու ինձ ո՞ւմ ես թողել,

	Ինձ թողել...

	 

	Երևանի գիշերներում

	Լուսնի ափսեն է գլորվում...
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԻՄ ՓՈՔՐԻԿ ՔԱՂԱՔ,"
	Երգն իմ կարոտ է՝ իմ մեջ արթնացած,

	Երգն իմ թռչնակ է՝ թևերը պարզած,

	Որ պիտի թռչի հեռու,

	Բայց պիտի վերադառնա միշտ քեզ մոտ:

	 

	Երբ քեզնից հեռու, հեռու եմ լինում,

	Քո խորհրդավոր կարոտն է տանջում,

	Իմ փոքրի՜կ քաղաք,

	Դու քեզ մոտ ես կանչում:

	 

	Երբ ես մենակ կամ տխուր եմ լինում,

	Քեզ հետ վիճում եմ, քեզնից խռովում,

	Դու դառնում ես հոգատար,

	Դու ասում ես՝ մոռացի՛ր ու ժպտա՛:

	 

	Արևի շողերի մեջ արթնանում,

	Արևի շողերի մեջ ծիծաղում,

	Իմ փոքրի՜կ քաղաք, 

	Դու քո կյանքն ես ապրում:

	 

	Իմ բոլոր-բոլոր երգերը,

	Իմ կարոտը և իմ սերը

	Քո քնքուշ գիշերներում են ծնվում

	Եվ առավոտներիդ մեջ են հանդարտ թևածում:

	 

	Ի՜մ քաղաք, իմ փոքրի՜կ քաղաք,

	Ես քո երգն եմ երգում:

	 

	Երգն իմ թռչնակ է՝ թևերը պարզած,

	Որ պիտի թռչի հեռու,

	Բայց պիտի վերադառնա միշտ քեզ մոտ:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԱՐՏԱԳԱՂԹ,"
	Իմ ընկերները հեռանում են,

	Եվ այս էլ որերորդ անգամ,

	Հրավիրել մեզ մոռանում են

	Հրաժեշտի վերջին օրվան:

	 

	Իմ ընկերներն են հեռանում,

	Այնպե՜ս ծածուկ, այնպե՜ս թաքուն,

	Ասես հանգուցյալի մոտից 

	Պահված գանձերն են գողանում:

	 

	Իմ ընկերները հեռանում են,

	Որ էլ երբեք էլ ետ չգան,

	Նրանց դեմքերն անհետանում են,

	Նրանց դեմքերն արդեն չկան:

	 

	Նրանց ձայները դեռ հնչում են

	Մանկության վառ գույների մեջ,

	Նրանք կարծես թե ինձ կանչում են

	Ճամփաների վրա անվերջ:

	 

	Իմ ընկերները հեռանում են,

	Ինչպես թռչունների երամ,

	Ժամանակի հետ բթանում է

	Այն ցավը, որ նրանք չկան:

	 

	Այն ցավը, որ այսպես եղել է

	Եվ լինելու է անպայման,

	Որ հայրենիքը՝ դա երազ է,

	Պստիկ հատված տարածության:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՌԵՔՎԻԵՄ,"
	Հիմա ո՜ւշ աշուն է...

	Ծերացած մի շուն է

	Թափառում խոնավ ու ցուրտ այգում:

	 

	Ժանգոտ կարուսելը,

	Որն արդեն հոգնել է,

	Ինձ իմ մանկությունն է հիշեցնում:

	 

	Երջանիկ ծիծաղը

	Արդեն քմծիծաղ է,

	Խռպոտած հնչյուն իմ կոկորդում,

	Մոլորված թռչուն մութ երկնքում:

	 

	Մի ծեր շրջմոլիկը՝ դեմքով ապխտած,

	Նայեց աչքերիս, հայացքս կարդաց,

	Այդ ես հայելում տեսա ինձ հանկարծ,

	Որքա՜ն ինձ փոխեց այս կյանքն անիծված:

	 

	Ես համտեսել եմ կեղտոտ այս կյանքը,

	Ապրել քեզ պես անտեր, անտուն,

	Մենք եղբայրներ ենք, աշնան արևը,

	Մեզ նույն արևն է ջերմացնում:

	 

	Հիմա ո՜ւշ աշուն է,

	Ես քեզ դեռ հիշում եմ,

	Իմ խենթուխելա՛ռ ջահելություն:

	 

	Հիմա ո՜ւշ աշուն է,

	Ես քեզ դեռ հիշում եմ,

	Քե՛զ, իմ վաղանցի՛կ երջանկություն:

	 

	Երբ որ սերը մերն էր,

	Երբ որ նա մեր տերն էր,

	Երբ քաղաքը մեզ էր պատկանում,

	Մեր քաղաքը մեզ էր պատկանում:

	 

	Հե՜յ, ծե՛ր շրջմոլիկ, կանգնի՛ր, մի՛ գնա,

	Կանգնի՛ր իմ կողքին և մի՛ հեռանա,

	Դու ես եմ, կարծես, գտնենք մի անկյուն,

	Ես քեզ կպատմեմ իմ կյանքը անտուն:

	 

	Իսկ ես սիրում եմ ապրել իմ կյանքը

	Լքված ու մութ այս քաղաքում,

	Ուր ինձ հիշում են և հավատում են,

	Ուր իմ երգերն են դեռ երգում:

	 

	Իմ ունեցածը, իմ չունեցածը

	Այս քաղաքում եմ ես պահում,

	Ուր իմ ապրածը և երազածը

	Դեռ իմ լեզվով եմ ես երգում:

	 

	Հիմա ո՜ւշ աշուն է, 

	Ես քեզ դեռ հիշում եմ,

	Քե՛զ, իմ վաղանցի՛կ երջանկություն:

	 

	Երբ որ սերը մերն էր,

	Երբ որ նա մեր տերն էր,

	Երբ քաղաքը մեզ էր պատկանում,

	Մեր քաղաքը մեզ էր պատկանում:

	 

	Հե՜յ, ծե՛ր շրջմոլիկ, կանգնի՛ր, մի՛ գնա,

	Կանգնի՛ր իմ կողքին և մի՛ հեռանա,

	Դու ես եմ, կարծես, գտնենք մի անկյուն,

	Ես քեզ կպատմեմ իմ կյանքը անտուն:

	 

	Իսկ այս քաղաքը, որ դեռ սպասում է

	Զավակներին իմ կորցրած,

	Հոգեվարքի մեջ ասես տեսնում է

	Նրանց գալուստը ուշացած:

	 

	Քո զավակները, որ քեզ լքել են,

	Կգան մի օր քեզ մոտ հանկարծ,

	Քանի որ կյանքը օտարության մեջ

	Անտանելի է, անկասկած:

	 

	Հիմա ո՜ւշ աշուն է, 

	Ես քեզ դեռ հիշում եմ,

	Քե՛զ, իմ վաղանցի՛կ երջանկություն:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,"ԵՍ ՍՊԱՍՈՒՄ ԵՄ ՔԵԶ, ՀԱՅՐԻԿ","
	Այս տարվա քո նվերները 

	Մութն ու ցուրտն են, ի՛մ փոքրիկ,

	Այս տարի պայթող ռումբերը 

	Քեզ դարձել են խաղալիք:

	 

	Եվ այս խաղը պատերազմն է,

	Որ խաղում են մեծ մարդիկ,

	Իսկ խաղի վերջում քո ճիչն է՝

	«Ես սպասում եմ քեզ, հայրի՜կ»:

	 

	Ա՜խ, այս ի՞նչ Ձմեռ պապի է, 

	Որ քո տանն է հայտնվել, 

	Այս թշվառ ծեր մուրացկանը, 

	Տե՛ս՝ ինչեր է քեզ բերել:

	 

	Ա՜խ, այս ի՞նչ Ձմեռ պապի է, 

	Որ քո տանն է հայտնվել, 

	Այս թշվառ թափառականը

	Նվերներ է քեզ բերել:

	 

	Իսկ նրա բերած նվերը

	Մահվան գուժ ու արցունքներ,

	Հողի տակ մեռած մարդիկ են 

	Եվ, մեղա՜ քեզ... մանուկնե՜ր:

	 

	Հողի տակ մեր եղբայրներն են

	Ու քույրերը մեր քնել,

	Իսկ հողի վրա մեր կյանքը 

	Անեծքի է վերածվել:

	 

	Ա՜խ, այս ի՞նչ երկար ձմեռ է, 

	Տեսնես՝ ե՞րբ կվերջանա, 

	Երբ նորից բացվի գարունը, 

	Քո հայրիկը տուն կգա՞:

	 

	Քո հայրիկը, իմ փոքրի՛կս, 

	Անպայման մի օր կգա,

	Քո հայրիկը, անուշի՛կս, 

	Կգրկի քեզ, կխաղա:

	 

	Իսկ եթե հանկարծ, փոքրի՛կս, 

	Քո հայրիկը ուշանա,

	Դու հիշի՛ր նրան, պստի՛կս, 

	Նա քեզնից չի հեռանա:

	 

	Եվ դաժան այս ձմեռները 

	Դու շատ շուտ կմոռանաս,

	Երբ նորից բացվի գարունը, 

	Դու շատ շուտ կմեծանաս:

	 

	Դու փակիր քո աչուկները, 

	Բայց նրան մի՛ մոռանա,

	Ու հայրիկդ, իմ փոքրի՛կս, 

	Անպայման քեզ մոտ կգա: 

	 

	Քո հայրիկը, տե՛ս, եկել է,

	Ուսերին կանաչ սարեր,

	Քո հայրիկը, տե՛ս, եկել է,

	Աչքերում արեգակներ:

	 

	Այդ նրա ուժեղ ձեռքերն են 

	Բարձրացնում քեզ դեպի վեր,

	Քո հայրիկը հենց գարունն է, 

	Որ եկել է քեզ նվեր:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՆԿԱՐ,"
	Այս նկարում իմ տունն է

	Եվ իմ դեղին այգին,

	Այստեղ ամեն ինչ նույնն է

	Լուսաբացի պահին:

	Անտառը դեռ նիրհում է,

	Բայց կարթնանա կրկին

	Ե՛վ մանկության իմ հուշը,

	Ե՛վ իմ քնած այգին:

	 

	Առավո՜տ, թափանցի՜կ առավոտ,

	Ինձ օգնի՛ր մոռանալ իմ հոգսերը,

	Ինձ օգնի՛ր քո գրկում մանկանալ:

	 

	Աղբյուրի մեջ փլվել են ամպերը,

	Ասես սառել են քո անտակ խորքում,

	Սառնությունից դողում են ամպերը

	Ու օրորվում են երկնագույն հեռվում:

	Ու զրնգում են երկնագույն հեռվում,

	Առավո՜տ...

	 

	Իմ տանն ամայություն է,

	Առաստաղն է փոշոտվել,

	Այստեղ մանկության հուշն իմ

	Սառել է, մնացել,

	Արևի բարակ շողը փնտրել, ինձ չի գտել,

	Ինձանից խռովել է, թողել է, հեռացել:

	 

	Այս նկարում իմ տունն է

	Եվ իմ դեղին այգին,

	Այստեղ ամեն ինչ նույնն է

	Լուսաբացի պահին,

	Ամեն ինչ իր տեղում է,

	Ոչինչ էլ չի փոխվել,

	Այստեղ ամեն ինչ նույնն է,

	Միայն ես եմ հեռացել:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՈՐ ՍԱՐԵՐԸ ՉՄՆԱՆ ԱՆՏԵՐ,"
	Սարերում բացվել են կակաչները,

	Սարերում հրդեհ է իսկական,

	Լավագույն տղերքը հեռանում են,

	Որ երբեք, երբեք էլ ետ չգան:

	 

	Երբ նորից բացվեն գարնան դռները,

	Ու ծոցվոր հարսները մայրանան,

	Կհիշվեն հավերժ այն անունները՝

	Տղերքի, որոնք արդեն չկան:

	 

	Այդ արյունն է ձեր, կռվո՛ղ տղաներ, 

	Իր կարմիր գույնով սարերը ներկել,

	Դո՛ւք, որ կյանքը ձեր մեզ տվիք նվեր, 

	Որ սարերը մեր չմնան անտեր,

	Որ սարերը մեր չմնան անտեր:

	 

	Ես գիտեմ, և սա է իսկությունը,

	Ձեր երդումը գինն է ձեր արյան,

	Նոր ծնվածների արիությունը

	Կապվելու է ձեզ հետ անպայման:

	 

	Այդ արյունն է ձեր, կռվո՛ղ տղաներ, 

	Իր կարմիր գույնով սարերը ներկել,

	Դո՛ւք, որ կյանքը ձեր մեզ տվիք նվեր,

	Որ սարերը մեր չմնան անտեր,

	Որ սարերը մեր չմնան անտեր:

	 

	Իսկ այնտեղ պայթում էին ռումբերը,

	Եվ նրանք, ովքեր արդեն չկան,

	Վերապատմեցին մեր պատմությունը,

	Կարմիր տառերով իրենց արյան:

	 

	Իսկ այնտեղ պայթում էին ռումբերը,

	Եվ նրանք, ովքեր արդեն չկան,

	Վերապատմեցին մեր պատմությունը,

	Պատմությունը մեր Արիական:

	 

	Իսկ այնտեղ, որտեղ մեծ լռություն է,

	Ուր չկան վեճեր կուսակցական,

	Մենք կասենք՝ կեցցե՛ դաշնակցությունը,

	Հա՛յ դաշնակցությունը իսկական:

	 

	Այդ արյունն է ձեր, կռվո՛ղ տղաներ, 

	Իր կարմիր գույնով սարերը ներկել,

	Դո՛ւք, որ կյանքը ձեր մեզ տվիք նվեր,

	Որ սարերը մեր չմնան անտեր,

	Որ սարերը մեր չմնան անտեր:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԾԱՂԿԱԾ ԽՆՁՈՐԵՆԻ,"
	Հեռացան տղերքը ու կորան հեռվում,

	Ռումբերի պայթյունը սարերն է շարժում,

	Կարմիր կակաչները ներկել են դաշտերը, 

	Ասես լեռներից մեր արյուն է հոսում:

	 

	Հեռացան տղերքը, կորան մշուշում,

	Ետ գալու ճամփան էլ ոչ ոք չի հիշում,

	Իսկ ձեր եղբայրները, մայրերն ու քույրերը,

	Ձեր սիրելիները ձեզ են դեռ սպասում:

	 

	Իսկ դու շորորում ես, հովի հետ ճկվում,

	Հովի հետ նազում ես, հովի հետ խոսում:

	Դու ի՛մ խնձորենի, իմ քույրի՛կ նազելի,

	Փեսացուդ՝ գարունը, ո՞ւր է, չի գալի: 

	 

	Հեռացան տղերքը, կորան մշուշում,

	Ետ գալու ճամփան էլ ոչ ոք չի հիշում,

	Իսկ ձեր եղբայրները, մայրերն ու քույրերը,

	Ձեր սիրելիները ձեզ են դեռ սպասում:

	 

	Իսկ դու շորորում ես, հովի հետ ճկվում,

	Ճերմակ հարսնաքողդ քամին է տանում:

	Ծաղկած խնձորենի՛, իմ քույրի՛կ նազելի,

	Փեսացուդ՝ գարունը, ո՞ւր է, չի գալի:

	 

	Հեռացան տղերքը, կորան մշուշում,

	Ետ գալու ճամփան էլ ոչ ոք չի հիշում,

	Իսկ ձեր եղբայրները, մայրերն ու քույրերը,

	Ձեր սիրելիները ձեզ են դեռ սպասում:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՍԱՐԵՐԻ ՔԱՄԻ,"
	Սարերի՛ քամի, որտեղի՞ց ես գալիս

	Եվ ո՞ւր ես շտապում,

	Անհանգիստ ու տխուր

	Իմ սարերի՛ քամի:

	 

	Սարերի քամին ինչ-որ բան շշնջում

	Ու կորչում է հեռվում,

	Անհանգիստ ու տխուր

	Իմ սարերի քամին:

	 

	-Ես գալիս եմ շատ հեռուներից՝

	Ավերակ դարձած քո հայրենիքից,

	Որ տանեմ ես ձեր կարոտն այն լեռներին,

	Որոնց դուք թողել եք գետի այն ափին:

	 

	Սպասի՜ր, քամի՜, և ի՛նձ լսիր, թե ինչ կասեմ,

	Քիչ հանդարտվի՜ր և ի՛նձ լսիր, թե ինչ կասեմ,

	Որ տանես խոսքերս դու այն լեռներին,

	Որոնց մենք թողել ենք գետի այն ափին:

	 

	Քանի մեր վանքերում կնքում են մանուկներ՝

	Արևի պես մեծ ու կրակոտ աչուկներով,

	Քանի մեր աչքերում դեռ չի մարել կարոտը,

	Կարոտը այն, որով նայում ենք մենք հեռվին:

	 

	Ուրեմն մենք մի օր կգանք ձեր գիրկը դեռ,

	Մեզ սպասո՜ղ լեռներ:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՇԱԲԱԹՎԱ ՕՐԵՐԸ,"
	Ցուցափեղկում սառած հավեր կան անգլուխ,

	Ցուցափեղկի մայթին՝ շարժվող ամբոխ,

	Հապճեպ երկուշաբթի, հավի տեղական միս, 

	Օրերը անգլուխ ի՜նչ շուտ դարձան ամիս:

	 

	Նորից երկուշաբթին՝ ջղային, անօգնական, 

	Ձեռքերը կպարզի երեքշաբթի օրվան,

	Նորից կբամբասի հարբած կիրակիից՝

	Դատարկապորտ ու ծույլ այդ անբանից:

	 

	Չորեքշաբթին միշտ զուսպ, հանգիստ գլխով կանի,

	Ու հինգշաբթին կհորանջի մինչև ուրբաթ,

	Շաբա՛թ, ի՜նչ լավն ես դու ու աննկատ,

	Ի՜նչ հուսալի է միշտ քո առավոտը:

	 

	Իսկ կիրակին նորից չգիտի՝ ինչ անի,

	Ո՜նց զարմացնի բոլոր շաբթիներին,

	Ելավ փողոց, հետո մի քիչ թրև եկավ

	Ու հայհոյեց բոլոր այս օրերին:

	 

	Ռեստորանում հարբած նա կռիվներ սարքեց,

	Փնտրեց ու չգտավ իրեն հարմար մեկին,

	Առավոտյան նրան խմած-քնած գտավ

	Ջղային, ներվային երկուշաբթին:

	 

	Ցուցափեղկում սառած հավեր կան անգլուխ,

	Ցուցափեղկի մայթին՝ սառած ամբոխ,

	Ասես երազ է սա, որ չի վերջանալու,

	Այսպես երկարելու ու կյանք է դառնալու:

	 

	Ու կյանք են դառնալու հապճեպ երկուշաբթին

	Եվ կիրակին հարբած և զուսպ չորեքշաբթին:

	Օրացույցից հերթով պոկվում-ընկնում են ցած

	Օրերը անգլուխ, օրերը անգլուխ,

	Օրերը անգլուխ... օրերը գլխատված:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՇՈԳ ԿԻՐԱԿԻ,"
	Փողոցով քայլող մարդկանց դեմքերից

	Ձանձրույթը կպչում ու պոկ չի գալիս.

	Քայլող դիակներ և շոգ կիրակի.

	Արդեն մի ամիս անձրև չի գալիս,

	Շոգն անտանելի հանգիստ չի տալիս,

	Փողոցը հալվում ու լող է տալիս,

	Արդեն մի ամիս ինձ դուր ես գալիս...

	Վաղը, չգիտեմ, գուցե չլինեմ,

	Գուցե իմ վերջին երգը հորինեմ,

	Իմ շո՛գ կիրակի, ես քոնն եմ հիմա,

	Եվ քեզնից երբեք ես չեմ բաժանվի,

	Եվ օրացույցից կպոկվի դարձյալ

	Մի շոգ կիրակի, անփող կիրակի,

	Անտուն ու անտեղ, դատարկ կիրակի...

	Մի շոգ կիրակի, ու մի մեծ դագաղ

	Տանում են մարդիկ փողոցով երկար,

	Եվ նրանց հոգնած ու բութ դեմքերից

	Ճանճերը կպչում ու պոկ չեն գալիս,

	Ճանճերը կպչում ու պոկ չեն գալիս,

	Օ՜, խե՜ղճ հանգուցյալ, պառկած դագաղում,

	Դու էլ ես ինձ պես շոգից տառապում,

	Մինչդեռ քո հոգին իմ հոգու նման

	Օտար ափերում անձրև է փնտրում,

	Օտար ափերում անձրև է փնտրում.

	Անձրև ենք խնդրում, իմ շո՛գ կիրակի,

	Ես ու դագաղում պառկած մի հոգի

	Անձրև ենք խնդրում,

	Իմ շո՛գ կիրակի, ես քոնն եմ ընդմիշտ

	Եվ քեզնից երբեք ես չեմ բաժանվի,

	Եվ օրացույցից կպոկվի դարձյալ

	Մի շոգ կիրակի:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԻՐԻԿՈՒՆ,"
	Օրը հանգավ, 

	Ահա՛, և իրիկունը 

	Փռեց

	Իր հնամաշ շորերը, 

	Որ կարկատի հուշերը 

	Վաղուց ապրած 

	Արկածների:

	 

	Մայրամուտի վառվող արևն, 

	Արևն ու ես,

	Մենք քեզ փնտրում ենք միասին, 

	Փնտրում ենք քեզ:

	 

	Մայրամուտին արևն ու ես,

	Մենք փնտրում ենք, 

	Մենք փնտրում ենք քեզ:

	Իրիկո՜ւն,

	Իմ բարի՜ իրիկուն, 

	Ի՞նչ գաղտնիք կա քո մութ,

	Քո կապույտ հայացքում:

	 

	Դու ես ու ես,

	Դու դեռ իմ հուշերում ես,

	Լսի՛ր՝

	Մեր սերն ապրեց իր կյանքը,

	Բայց նրա արձագանքը 

	Մինչև հիմա

	Սրտումս կա: 

	 

	Իրիկո՛ւն, իրիկո՛ւն, բարի՛ կախարդ,

	Դու նայում ես, նայում ինձ անթարթ,

	Ինձ ասա՛, իմ բարի՛ իրիկուն,

	Ի՞նչ գաղտնիք կա քո մութ հայացքում:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԻՄ ՏԽՈՒՐ ՍԱՏԱՆԱ,"
	Տե՛ս՝

	Պատուհանից այն կողմ

	Տերևները 

	Խենթի պես են պարում, 

	Այդ աշնան գիժ քամին է

	Հարբած օրորվում:

	 

	Իմ ցուրտ սենյակում

	Հիմա ոչ ոք չկա,

	Միայն դու ես ինձ հետ,

	Իմ տխո՛ւր սատանա,

	Եվ ոչ ոք այսօր 

