Artist,Song,Lyrics,Translated_Lyrics
Harout Pamboukjian,Zokanch,"Ամէն մարդ էլ զոքանչ ունի
Իմ զոքանչից ոչ ոք չունի
Իմ զոքանչը շատ լաւ կին է
Բայց խասեաթը մի քիչ հին է
 Ասա խօսայ թող Սիփանը բացուի
Ես ջուր լցնեմ զոքանչս լուացուի
 Ամէն անգամ մեր տուն գալիս
Թաշկինակ է նուէր տալիս
Ասում է թէ Ազիս փեսայ
Էս աշխարհքի կարգը էս ա
 Ասա խօսայ թող Սիփանը բացուի
Ես ջուր լցնեմ զոքանչս լուացուի
 Հիւանդ կին է իմ զոքանչը
Շատ է ցաւում ձախ ականջը
Բայց թէ լեզուն շատ է առողջ
Թերութիւնն է այս խեղճ կնոջ
 Ասա խօսայ թող Սիփանը բացուի
Ես ջուր լցնեմ զոքանչս լուացուի
 Ասա խօսայ թող Սիփանը բացուի
Ես ջուր լցնեմ զոքանչս լուացուի
 ",
Harout Pamboukjian,Դու Ուզեցիր (Du Uzetsir),"Դու ուզեցիր որ ես
Քեզ տիրություն անեմ
Ու ես անտեր մնամ
Ամեն ամեն ինչ տամ
Տեղը ոչինչ չառնեմ
Ու քեզ ընկեր մնամ
 Դու իմ արևն առար
Եվ ուզեցիր որ ես
Շնորհակալ լինեմ
Ես անարև մնամ
Բայց բո բախտի համար
Արևագալ լինեմ
 Դու ուզեցիր որ ես
Քեզ թողնեմ ու գնամ
Բայց և քոնը լինեմ
Արցունքի մեջ մնամ
Ու սգի մեջ մնամ
Եվ քո տոնը լինեմ
 Դու ուզեցիր որ ես
Փոխվեմ հազար անգամ
Բայց և հինը լինեմ
Քեզ ուրիշին տվիր
Եվ չուզեցիր անգամ
Որ ես իմը լինեմ
 Դու ուզեցիր որ ինձ
Քո մեղքերով չափեմ
Ու մեղքի տակ մնամ
Քո մեղքերի վրա
Իմ աչքերը փակեմ
Եվ անգիտակ մնամ
 Գուշակեցեք խնդրեմ
Մարգարեներ հիմա
Ես ձեր ճորտը լինեմ
Թե մինչև երբ պիտի
Ես իմ տան մեջ միակ
Ավելորդը լինեմ
 ",
Harout Pamboukjian,Թե Աչերես ՔԵզ Որոնեն (Te Achers Qez Voronen),"Թե աչերս քեզ որոնեն
Ես կփակեմ մութ կոպերով
Որ աշխարհում քեզ չտեսնեն
Որ աշխարհում քեզ չտեսնեն
 Երբ խենթ լեզուս անունդ տա
Ես կսեղմեմ ատամներով
Որ անուն իսկ չշշնջա
Որ անուն իսկ չշշնջա
 Բայց երբ սիրտս սիրտս է ուզում
Առնել քեզ իմ ձեռքերիս մեջ
Ինչով փակեմ սրտիս խոսքը
Սրտիս խոսքը
Սրտիս լեզուն ինչով փակեմ
 Երբ խենթ լեզուս անունդ տա
Ես կսեղմեմ ատամներով
Որ անուն իսկ չշշնջա
Որ անուն իսկ չշշնջա
 Թե աչերս քեզ որոնեն
Ես կփակեմ մութ կոպերով
Որ աշխարհում քեզ չտեսնեն
քեզ չտեսնեն
Որ աշխարհում քեզ չտեսնեն
 Ախ
Բայց երբ սիրտս սիրտս է ուզում
Առնել քեզ իմ ձեռքերիս մեջ
Ինչով փակեմ սրտիս խոսքը
Սրտիս խոսքը
Սրտիս լեզուն ինչով փակեմ
Սրտիս լեզուն ինչով փակեմ
 ","Both of my eyes seek you
I will close with dark eyelids
In which world don't see you
In which world don't see you
 When the crazy teese give a name
I will be blending with teeth
Which name and not toch?
Which name and not toch?
 But when my heart wants my heart
Take you in my hands
What will I close my heart?
The word of my heart
How will I close the language of my heart?
 When the crazy teese give a name
I will be blending with teeth
Which name and not toch?
Which name and not toch?
 Both of my eyes seek you
I will close with dark eyelids
In which world don't see you
Don't see you
In which world don't see you
 Oh
But when my heart wants my heart
Take you in my hands
What will I close my heart?
The word of my heart
How will I close the language of my heart?
How will I close the language of my heart?"
Harout Pamboukjian,"Արա, Վայ, Վայ (Ara Vay, Vay)","Սեր իմ սիրուն ես
Ծաղկած գարուն ես
Ուր էլ լինես իմ սիրելի
Դու իմ սրտում ես
 Տես չխռովես
Լաց կլինեմ ես
Թե հեռանաս դու ինձանից
Շատ կտխրեմ ես
 Արա վայ վայ
Վայ վայ վայ վայ
Արա վայ վայ
Վայ վայ վայ վայ
 Քո սերն է անուշ
Իմ ջահել սրտում
Սիրում եմ քեզ իմ գովելի
Դու չես հավատում
 Տես չխռովես
Լաց կլինեմ ես
Թե հեռանաս դու ինչանից
Շատ կտխրեմ ես
 Արա վայ վայ
Վայ վայ վայ վայ
Արա վայ վայ
Վայ վայ վայ վայ
 Ես պիտի երգեմ
Քո սիրո մասին
Ախ ինչու ես դու ինձ տանջում
Լինենք միասին
 Շուրթերդ մեղր յար
Բոյդ չինարի յար
Սարերի մարալն ես
Մարալ սիրեմ քեզ
 Արա վայ վայ
Վայ վայ վայ վայ
Արա վայ վայ
Վայ վայ վայ վայ
 ","Love is my lovely
Flowering spring you are
Wherever you are my dear
You're in my heart
 See not Krkhares
I'm crying. I
Or leave you from me
I will be very deep
 Ara Woe Woe
Oops Woe Wai
Ara Woe Woe
Oops Woe Wai
 Your love is sweet
My young heart in the heart
Love you my praiseworthy
You don't believe
 See not Krkhares
I'm crying. I
Or leave you from what
I will be very deep
 Ara Woe Woe
Oops Woe Wai
Ara Woe Woe
Oops Woe Wai
 I have to sing
About your love
Oh why are you tormenting me?
Be together
 Lip Honey Yar
Boyd Chinari Yar
MARAL MARAL IS
Maral love you
 Ara Woe Woe
Oops Woe Wai
Ara Woe Woe
Oops Woe Wai"
Harout Pamboukjian,Սիրում եմ քեզ (Sirum em qez),"Սիրում եմ քեզ
Մոռացել ես
Սպասեցի ես քո ճամփին անցավ կյանքս
Երազներս անցավ գնաց սերս մնաց
 Սիրում եմ քեզ
Մոռացել ես
Համբյուրներով քո աչերով ինձ այրեցիր
Սիրում էի հոգուս վրա վերք թողեցիր
 Սիրում եմ քեզ
 Գնա գնա ուրիշին դու հավատա
Գնա էլ քեզ չեմ մոռանա
Ափսոս կյանքս անցավ գնաց սերս մնաց
Սիրում եմ քեզ
 Հիշում եմ քեզ
Ժամանակն է
Համբյուրներով քո աչերով ինձ այրեցիր
Սիրում էի հոգուս վրա վերք թողեցիր
 Սիրում եմ քեզ
 ","I love you
You forgot
I waited my life on your journey
My dreams went to my love left
 I love you
You forgot
You burned me with your eyes with your eyes
I loved you left my soul
 I love you
 Go go to someone else you believe
I will not forget you too
It's a pity my life went to my love left
I love you
 I remember you
It is time
You burned me with your eyes with your eyes
I loved you left my soul
 I love you"
Harout Pamboukjian,Ես առանց քեզ (Es aṙancʻ kʻez),"Սեր եմ տվել որ սեր առնեմ ես քեզանից
Բայց դու արդեն շատ հեռու ես ինձանից
Աչքերիդ մեջ փնտրելով ես թախիծ
Ամպերի մեջ եմ ես փնտրում իմ արևին 
 
Ես առանց քեզ կապրեմ առանց արևի
Ես առանց քեզ մենակ մնամ երևի
Ես առանց քեզ ինչպես ծաղիկն առանց ջրի
Ես առանց քեզ կապրեմ առանց արևի
Ես առանց քեզ մենակ մնամ երևի
Ես առանց քեզ ինչպես թռչունն առանց թևի
 Նորից եկել եմ քեզ ասեմ իմ սիրելիս
Որ իմ հոգին դեռ տխրում է ու լալիս
Ճամփես մենակ քայլում եմ տխրալից
Ամպերի մեջ եմ ես փնտրում իմ արևին
 Հիմա եկել եմ քեզ ասեմ սիրելիս
Որ իմ հոգին դեռ տխրում է ու լալիս
Ճամփես մենակ քայլում եմ տխրալից
Ամպերի մեջ եմ ես փնտրում իմ արևին
 
Ես առանց քեզ կապրեմ առանց արևի
Ես առանց քեզ մենակ մնամ երևի
Ես առանց քեզ ինչպես ծաղիկն առանց ջրի
Ես առանց քեզ կապրեմ առանց արևի
Ես առանց քեզ մենակ մնամ երևի
Ես առանց քեզ ինչպես թռչունն առանց թևի
 Ես առանց քեզ կապրեմ առանց արևի
Ես առանց քեզ մենակ մնամ երևի
Ես առանց քեզ ինչպես ծաղիկն առանց ջրի
 Ես առանց քեզ ես առանց քեզ ես առանց քեզ
Ինչպես ծաղիկն առանց ջրի
Ես առանց քեզ ես առանց քեզ ես առանց քեզ
Ինչպես ծաղիկն առանց ջրի
 ","I have given love that I will make love from you
But you're already far away from me
Looking for in your eyes I'm sad.
I am looking for my sun into the clouds
 
I will live without you without the sun
I'll be alone without you perhaps
I without you like a flower without water
I will live without you without the sun
I'll be alone without you perhaps
I without you like a bird without the arm
 I have come again to tell you my dear
That my soul is still saddened and crying
I'm walking a sad alone
I am looking for my sun into the clouds
 Now I have come to tell you my dear
That my soul is still saddened and crying
I'm walking a sad alone
I am looking for my sun into the clouds
 
I will live without you without the sun
I'll be alone without you perhaps
I without you like a flower without water
I will live without you without the sun
I'll be alone without you perhaps
I without you like a bird without the arm
 I will live without you without the sun
I'll be alone without you perhaps
I without you like a flower without water
 I Without You You Without You Without You
Like a flower without water
I Without You You Without You Without You
Like a flower without water"
Harout Pamboukjian,"Տարիներ կըսահեն (Tariner, tariner ksahen)","Իմ խաղաղ երեկոն է հիմա
Մեղմալույս և տխուր և անուշ
Քեզ երբեք սիրտըս չի մոռանա
Իմ մաքուր առաջին իմ անուրջ
 Տարիներ տարիներ կըսահեն
Կըմեռնեն երազները բոլոր 
Քո պատկերը անեղծ կըպահեմ
Օրերում անհաստատ ու մոլոր
 Եվ տանջանք և բեկում և թախիծ 
Սև օրեր ես դեռ շատ կըտեսնեմ
Անունըդ թող փարոս լինի ինձ
Սուտ կյանքի և դառը մահու դեմ
 ","My peaceful evening is now
Middle and sad and sweet
Will never forget my heart
My clean first my dream
 Years will say for years
Will Mooned Dreams All
I will be sorized your image
Days unsteady and astess
 And torment and breakthrough and sadness
Black days I'll still
Do your names let the beacon be me
Against false life and bitter death"
Harout Pamboukjian,Մշո դաշտեր (Msho dashter),"Մշո դաշտեր շողն է պատել
Դաշտերում ջրեր վարար
Էրնեկ կռունկներն էլ ետ գան
Լավ լուր բերեն մեր համար
 Սասնո սարեր մտանք ձորեր
Կռիվ կենեիք անվեհեր
Քաջ Դրոյի զենքն էր կոտրել
Պստիկ Վահան լաց կաներ
 Անցնինք Սասուն մտնինք Վան
Մուշ Ալաշկերտ Արդահան
Ազգի հերոս կտրիճներ
Հայրենիքին փրկության
 Ելեք տղերք էլ ժամ չկա
Շուն թուրք պատել է չորս կողմ
Գևորգը էլ չվերջացուց
Թուրքեր ցրվան հազար կողմ
 Հանեց թափեց սուր փամփուշտներ
Կողքին ընկավ ախ քաշեց
Սարեր ձորեր կդղրդեն
Գևորգ չաուշ կբոռեր
 Անցնինք Սասուն մտնինք Վան
Մուշ Ալաշկերտ Արդահան
Ազգի հերոս կտրիճներ
Հայրենիքին փրկության
 Զարկեց կայծակ մթնեց երկինք
Շուն թուրքերին պատեց լաց
Վերի սարեն պրծեք խմբով
Պրծեք իջեք դեպի ցած
 Դեմից Անդրնիկն է իջել
Յուր երսունյոթ քաջերով
Զարկեք տղերք մեռնիմ ձեզի
Թուրքին վերջ կգա մի օր
 Անցնինք Սասուն մտնինք Վան
Մուշ Ալաշկերտ Արդահան
Ազգի հերոս կտրիճներ
Հայրենիքին փրկության
 Անցնինք Սասուն մտնինք Վան
Մուշ Ալաշկերտ Արդահան
Ազգի հերոս կտրիճներ
Հայրենիքին փրկության
 Անցնինք Սասուն մտնինք Վան
Մուշ Ալաշկերտ Արդահան
Ազգի հերոս կտրիճներ
Հայրենիքին փրկության
 ","Msho fields shine to cover
Water heater in fields
Ernek cranes come back
Good news to bring our
 Sasno mountains went to canyons
Fighting Handsome
Brave dro weapon was broken
Pstik Shield Cream Calls
 We went to the Sasun to enter Van
Mush Alashkert Ardahan
Nation's heroic dares
Homeland salvation
 There is no hour of guys
Dog turket tap four sides
Gevorg also did not end
Turks a thousand votes
 Removed poured into sharp bullets
Next to it fell to the oh pulled
Mountains will valley
Gevorg Chaush would prove
 We went to the Sasun to enter Van
Mush Alashkert Ardahan
Nation's heroic dares
Homeland salvation
 Pulled lightning darkened heaven
The dog covered the Turks crying
WATER SAREN WITH A group
Run down to downward
 Demit from Deminet is down
YSMUNYWORD WITHOUT
Big guys die to you
The Turk will end one day
 We went to the Sasun to enter Van
Mush Alashkert Ardahan
Nation's heroic dares
Homeland salvation
 We went to the Sasun to enter Van
Mush Alashkert Ardahan
Nation's heroic dares
Homeland salvation
 We went to the Sasun to enter Van
Mush Alashkert Ardahan
Nation's heroic dares
Homeland salvation"
Harout Pamboukjian,Հայի աչքեր (Hayi ačʻkʻer),"Հայի աչքեր սիրուն աչքեր
Սև ամպն էր ձեզ ծածկել դարեր
Սև վիշտն էր ձեզ մաշել տանջել
Ձեզնից ժպիտն առելտարել
Լույսի լճակ
Աչքեր տրտում
Այս երբ դարձաք
Այսպես խնդուն
Հայի աչքեր աչքեր թախծող
Դուք միշտ խոնարհ դուք միշտ անչար
Տանջվող մարդու համար լացող
Տարին միայն մի ր պայծառ
Լույսի լճակ
Հայի աչքեր ջահեր հույսի
Էլ չի մթնի երկինքը ձեր
Բացվել է դուռն արշալույսի
Շողով լցրել երկիրը մեր
Լույսի լճակ
 ",
Harout Pamboukjian,Իմ Երևան (Im Yerevan),"Երբ բացվում է առաոտը
Իմ լույս քաղաքի վրա
Եվ զարթնում է Երևանը
Խորը քնից գիշերվա
  Քեզ բարի լույս օրդ բարի
Իմ Երևան սիրտն ես հայի
 Գեղեցիկ է Երևանը
Նամանավանդ գիշերով
Շատ սիրուն է իմ քաղաքը
Հազարագույն լույսերով
  Քեզ բարի լույս օրդ բարի
Իմ Երևան սիրտն ես հայի
 ","When the actuals open
On my light on the city
And it awakens Yerevan
Deeply sleeping night
  You Good Morning Day Good
My Yerevan Hire is Armenian
 Is beautiful in Yerevan
ENTERNET WITH INTERNATIONAL
Is very lovely my city
With thousands of lights
  You Good Morning Day Good
My Yerevan Hire is Armenian"
Harout Pamboukjian,Լեռան Լանջին (Leran Lanjin),"Լեռան լանջին խոր նիրհում են ֆիդայիներ հավիտյան
Ազատ քնել միշտ սիրում են զավակները հայության
Եկեք գնանք հայ աղջիկներ հասնինք ենտեղ Սիմ լեռան
Ազգի պաշտպան ֆիդայիններ մեզի համար զոհ դառան
 Հասնինք քաջանց սուրբ գերեզման թափինք արցունք աչքերից
Մեր հայրենյաց հողին պաշտպան զրկվեցանք քաջերից
Ահա հասանք հայ օրիորդներ երգինք մեղմիկ միասին
Թափենք արցունք դնենք ծաղիկ նահատակած սուրբ շիրիմին
 Հյուսենք պսակ իրենց գլխին վարդ մանուշակ մեխակից
Երդվենք նրանց հիշատակին չվախենանք տանջիկից
Մեզի համար զոհ գնացին Թաթուլի պես վեհ քաջեր
Որ ննջում են լեռան լանջին ազատության մարտիկներ
 Մեզի համար զոհ գնացին Սիմոնի պես պես վեհ քաջեր
Որ ննջում են լեռան լանջին ազատության մարտիկներ
 Մեզի համար զոհ գնացին Վիգենի պես պես վեհ քաջեր
Որ ննջում են լեռան լանջին ազատության մարտիկներ
 Մեզի համար զոհ գնացին Հայոց ազգի վեհ քաջեր
Որ ննջում են լեռան լանջին ազատության մարտիկներ
 ","FIDATES FOR END HAVE BEEN DISAPPOINTED BY THE LANGUAGE
Feel free to sleep always love children
Let's go to Armenian girls to reach Mount Sim
Nation's defender fidayans for urine victim
 We reach out to the Holy Semicorn of the Holy Semicorn of Tears
We have lost our support for our homeland
We arrived Armenian girls songs soft together
Let's dump her tears on the sacred tomb martyr
 Weave Wreath on their head Rose violet
DON'T HAVE THE TERRITORY OF THEIR MEMORY
For urine, a victim of Tatul's loud braves
That sleeping fighters on the slope of the mountain
 For urine, a victim went as great courage like Simon
That sleeping fighters on the slope of the mountain
 For urine, a victim went to the loud courage like Vigen
That sleeping fighters on the slope of the mountain
 The supreme brave of the Armenian nation was victimized for us
That sleeping fighters on the slope of the mountain"
Harout Pamboukjian,Մշո Աղջիկ (Msho Aghchik),"Էս ինչ սիրուն պատկեր ունես
Էս ինչ սիրուն պատկեր ունես
Հայ ոսկեծամ Անահիտն ես
Մշո աղջիկ էդ ինչ լավն ես
Հայ ոսկեծամ Անահիտն ես
Մշո աղջիկ
Մշո աղջիկ
Մշո աղջիկ էդ ինչ լավն ես
 Հեռացել եմ ես քո մոտեն
Հեռացել եմ ես քո մոտեն
Արբեցել եմ համ ու հոտեն
Մշո աղջիկ էդ ինչ լավն ես
Արբեցել եմ համ ու հոտեն
Մշո աղջիկ
Մշո աղջիկ
Մշո աղջիկ էդ ինչ լավն ես
 ","What a lovely picture you have
What a lovely picture you have
Armenian gold enemy Anahit
What good are you a Mush girl?
Armenian gold enemy Anahit
Mush girl
Mush girl
What good are you a Mush girl?
 I have left you at your
I have left you at your
I taste and smell
What good are you a Mush girl?
I taste and smell
Mush girl
Mush girl
What good are you a Mush girl?"
Harout Pamboukjian,Սառը ջուր (Sary jur),"Առավոտից իրիկուն ջուր եմ ծախում
Սառը ջուր
Ջուր գնեցեք սառը ջուր
Պուլպուլակից այս պուճուր
 Ջուր եմ ծախում սառը ջուր
Պուլպուլակից այս պուճուր
 Մայրս տանը մենմենակ
Ինձ կսպասե աչքը ջուր
Ջուր եմ ծախում սառը ջուր
Որ հաց տանեմ մի պուճուր
 Ջուր եմ ծախում սառը ջուր
Պուլպուլակից այս պուճուր
 Քույրս տանը իմ պուճուր
Ինձ կսպասե աչքը ջուր
Քույրս տանը իմ պուճուր
Լաց կլինե աչքը ջուր
 Ջուր եմ ծախում սառը ջուր
Պուլպուլակից այս պուճուր
 Ջուր եմ ծախում սառը ջուր
Որ հաց տանեմ մի պուճուր
 ","I'm selling water from morning to the evening
Cold water
Buy water cold water
This tiny pulplers
 I sell water to cold water
This tiny pulplers
 My mother at home murmurship
I will wait for the eye of water
I sell water to cold water
That I will take a tiny bread
 I sell water to cold water
This tiny pulplers
 My sister at home my tiny
I will wait for the eye of water
My sister at home my tiny
Weeping Eye Water
 I sell water to cold water
This tiny pulplers
 I sell water to cold water
That I will take a tiny bread"
Harout Pamboukjian,Ալ այլուղս( Ay Ayloughs) (Al ayluġs),"Ալ Այլուղդ
 Աղջիկ
Այլուղս կորավ ձեր դուռը
Սրտես դուրս չի գա մրմուռը
Բախտը ինձ գցեց քո դուռը յարո ջան
Սիրուն տղա տուր այլուղս
 Տղա
Ալ այլուղդ ինձ մոտ չկա
Երդվում եմ քեզ հոգիս վկա
Ով գտել է թող բերի տա յարո ջան
Սիրուն աղջիկ քո այլուղը
 Աղջիկ
Այլուղս յարիս բաշխածն էր
Ալ աբրեշումով նախշած էր
Պատկերս վրեն քաշած էր յարո ջան
Սիրուն տղա տուր այլուղս
 Տղա
Սևուկ աղջիկ սպիտակ հագիր
Առ այլուղդ վերքս կապիր
Սիրուդ գերի ինձ մի տանջիր յարո ջան
Էրված աղջիկ առ այլուղդ
 ","Al-Davard
 Girl
Layer is lost on your door
The murmur will not come out
Lucky threw me on your door Yaro Jan
Beautiful boy give a foreigner
 Boy
There is no altrid to me
I swear to you my soul witness
Whoever found let him bring the yaro honey
A lovely girl your freely
 Girl
My traitor was to share Yaris
Al Abreshum was cast out
My picture was pulled by Yaro Jan
Beautiful boy give a foreigner
 Boy
Black girl white Hit
To the altogether, tie my wound
Siroud capture don't torment me to Yaro Jan
Erdded girl to a clearer"
Harout Pamboukjian,"Օ, քամի, քամի (O, qami, qami)","Լուսնի աղոտ արտացոլում աչքերիդ մեջ աչքերիդ մեջ
Դեմքիդ ժպիտը հուսահատ հուսահատ վերջ հուսահատ վերջ
 Ես այսօր թողնում եմ քեզ իմ սեր ու հեռանում
Իմ սրտին այսօր մի նոր վերք է ավելանում
Ու իմ սերը պոկված ճյուղի պոկված ճյուղի ճյուղի նման
Օրորվում է աշնան քամուց աշնան քամուց աշնան քամուց
Օ քամի քամի պոկիր իմ սերն առանց ցավի
Հետո համբուրիր պլոկված կեղևը ծառի
Թող վերքը ցավ չպատճառի ծառին թող ցավ չպատճառի
 Ախ գոնե լաց եղիր մե թեկուզ ձայն ասիր
Բայց այդպես մի նայիր բայց այդպես մի նայիր
Ախ գոնե լաց եղիր մե թեկուզ ձայն ասիր
Բայց այդպես մի նայիր բայց այդպես մի նայիր
 Աստղերը չռել են աչքերը ու նայում են ապշած մեզ վրա
Մի սպանեք մի սպանեք ձեր սերը դուք երկրորդը էլ չեք ունենա
 Ես այսօր թողնում եմ քեզ իմ սեր ու հեռանում
Իմ սրտին այսօր մի նոր վերք է ավելանում
Ու իմ սերը պոկված ճյուղի պոկված ճյուղի ճյուղի նման
Օրորվում է աշնան քամուց աշնան քամուց աշնան քամուց
Օ քամի քամի պոկիր իմ սերն առանց ցավի
Հետո համբուրիր պլոկված կեղևը ծառի
Թող վերքը ցավ չպատճառի ծառին թող ցավ չպատճառի
 Ախ գոնե լաց եղիր մե թեկուզ ձայն ասիր
Բայց այդպես մի նայիր բայց այդպես մի նայիր
Ախ գոնե լաց եղիր մե թեկուզ ձայն ասիր
Բայց այդպես մի նայիր բայց այդպես մի նայիր
 Օ քամի քամի պոկիր իմ սերն առանց ցավի
Հետո համբուրիր պլոկված կեղևը ծառի
Օ քամի քամի պոկիր իմ սերն առանց ցավի
Օ քամի քամի պոկիր իմ սերն առանց ցավի
 ",
Harout Pamboukjian,Կյանքի կարուսել (Kyanqi karusel),"
Ախ ինչ դժվար էր բաժանման պահին
Վերջին խոսքերն էի ասում իմ յարին
Թողեց հեռացավ արցունքն աչքերին
Ու պատճառ դարձավ սրտիս վերքերի
Անկեղծ սիրելը շատ դժվար բան է
Սիրող տղայի հոգին կհանե
Երդվում եմ երբեք չեմ սիրի կյանքում
Որպեսզի բուժեմ ցավերն իմ հոգու
 
Պտտվիր կյանքի կարուսել
Սիրո կարոտից այս երգն եմ հյուսել
Դե ժպտա բախտ իմ խռոված
Թող որ հանդարտվի հոգիս մոլորված 
 
Ու առանց սիրո տառապում եմ ես
Սիրած յարիս եմ տենչում խենթի պես
Նույնիսկ ուզում եմ տեսնել երազում
Բայց նրա մասին երազ չեմ տեսնում
Ախ ինչու սերս հուշերազ դարձավ
Կարծես չի տեսել կյանքում վիշտ ու ցավ
Երդվում եմ երբեք չեմ սիրի կյանքում
Որպեսզի բուժեմ ցավերն իմ հոգու
 
 
 
 ",
Harout Pamboukjian,Քսան տարեկան (Kʻsan tarekan),"Մենք չենք լինի քսան տարեկան
Մեր կյանքում երջանկություն որ խշշում էր առանց առիթ
Անհատուն գանձ սիրո բարիք
Որով լցված էր իմ հոգին
 Ու ես հիշում եմ իմ մանկության անհատուն գանձը
Բարության առաջին սեր որ երբեք չի կրկնվի
Կարապի մի երգ որ երգվում էր
Մի անգամ վերջին անգամ
 Մենք չենք լինի էլ քսան տարեկան
Ախ դեռ երեկ տարիներն ուր անցան
Փնտրում եմ ձեզ հիմա իմ առաջին սիրո քնքշանք
Մենք չենք լինի էլ քսան տարեկան
 Ով կտա ինձ երազները իմ մանկության
Այն օրերը երջանկություն կփնտրեմ ձեզ մինչ վերջ
Անցած գարուն երազների
Անցաք սակայն իմ մեքընդմիշտ
 Ով շուտ անցած քսան տարի
Անցած իմ սեր երկնի բարի 
Համբույ անգին որ երբեք չի կրկնվի
Տարավ իր հետ անկրկնելի դու միշտ եղիր միշտ եղիր
 Մենք չենք լինի էլ քսան տարեկան
Ախ դեռ երեկ տարիներն ուր անցան
Փնտրում եմ ձեզ հիմա իմ առաջին սիրո քնքշանք
Մենք չենք լինի էլ քսան տարեկան
 ",
Harout Pamboukjian,"Հ՛եյ ջան, ղափամա (H՛ey ǰan, ġapʻama)","
Հեյ ջան ղափամա
Համով հոտով ղափամա
Հեյ ջան ղափամա
Համով հոտով ղափամա
 Բախչեն հասած դդումը
Կտրինք բերինք մեր տւնը
Վրա շաքար լցրեցինք
Թոնրի մեջ կախեցինք
Եկան էլ հեր ու հորկուր
Եկան էլ մեր ու մորկուր
Եկան քեռի քեռեկին
Խնամի ու տեկերիկին
Եկան սանիկ սանահեր
Հարսնաքուր ու հարսնախպեր
Եկան մոտիկ հեռավոր
Զոքանչ կեսրար ու քավոր
Ջաաա
Հեյ ջան Հեյ ջան Հեյ ջան Հեյ ջան
Ջաաա
Հեյ ջան Հեյ ջան Հեյ ջան Հեյ ջան
 
Հեյ ջան ղափամա
Համով հոտով ղափամա
Հեյ ջան ղափամա
Համով հոտով ղափամա
 Գդալ առած եկան տուն
Հարյուր հոգի անկշտում
Ես ինչ անեմ ինչ անեմ
Հարյուր հոգուն մեկ դդում
Եկան էլ հեր ու հորկուր
Եկան էլ մեր ու մորկուր
Եկան քեռի քեռեկին
Խնամի ու տեկերիկին
Եկան սանիկ սանահեր
Հարսնաքուր ու հարսնախպեր
Եկան մոտիկ հեռավոր
Զոքանչ կեսրար ու քավոր
Ջաաա
Հեյ ջան Հեյ ջան Հեյ ջան Հեյ ջան
Ջաաա
Հեյ ջան Հեյ ջան Հեյ ջան Հեյ ջան
 
Հեյ ջան ղափամա
Համով հոտով ղափամա
Հեյ ջան ղափամա
Համով հոտով ղափամա
 Հեյ ջան ղափամա
Համով հոտով ղափամա
Հեյ
 ","Hey Ghapama
Flavored flock of Ghapama
Hey Ghapama
Flavored flock of Ghapama
 Bakhchen Ripe Pumpkin
We gave us a cut
We filled with sugar
Hanged in tonri
They came and the hoof
They came to us and Morke
Came to Uncle Kernek
Introduce and Tequeri
They came to Sanik Sanah
Harsnakur and Holidayer
Came closely remote
Mother-in-law in Cushear and godfather
JAIN
Hey Jan Hey Hee Jan Hey Jan Hay
JAIN
Hey Jan Hey Hee Jan Hey Jan Hay
 
Hey Ghapama
Flavored flock of Ghapama
Hey Ghapama
Flavored flock of Ghapama
 Spoon came home
A hundred people in vague
What should I do what to do?
One pumpkin one hundred
They came and the hoof
They came to us and Morke
Came to Uncle Kernek
Introduce and Tequeri
They came to Sanik Sanah
Harsnakur and Holidayer
Came closely remote
Mother-in-law in Cushear and godfather
JAIN
Hey Jan Hey Hee Jan Hey Jan Hay
JAIN
Hey Jan Hey Hee Jan Hey Jan Hay
 
Hey Ghapama
Flavored flock of Ghapama
Hey Ghapama
Flavored flock of Ghapama
 Hey Ghapama
Flavored flock of Ghapama
Hey"
